trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
84,10:15:00,10:15:00,0,2,,1,,
85,11:00:00,11:00:00,7,1,,,1,
85,11:30:00,11:30:00,0,2,,1,,
7,07:30:00,07:30:00,1,1,,,1,
7,08:00:00,08:00:00,0,2,,1,,
601,11:00:00,11:00:00,0,1,,,1,
601,11:20:00,11:20:00,10,2,,,1,
601,11:40:00,11:40:00,0,3,,1,,
607,14:00:00,14:00:00,0,1,,,1,
607,14:20:00,14:20:00,10,2,,,1,
607,14:40:00,14:40:00,0,3,,1,,
586,16:30:00,16:30:00,0,1,,,1,
586,16:45:00,16:45:00,8,2,,,1,
586,17:00:00,17:00:00,9,3,,,1,
586,17:25:00,17:25:00,0,4,,1,,
587,17:00:00,17:00:00,0,1,,,1,
587,17:15:00,17:15:00,8,2,,,1,
587,17:30:00,17:30:00,9,3,,,1,
587,17:55:00,17:55:00,0,4,,1,,
584,15:30:00,15:30:00,0,1,,,1,
584,15:45:00,15:45:00,8,2,,,1,
584,16:00:00,16:00:00,9,3,,,1,
584,16:25:00,16:25:00,0,4,,1,,
585,16:00:00,16:00:00,0,1,,,1,
585,16:15:00,16:15:00,8,2,,,1,
585,16:30:00,16:30:00,9,3,,,1,
585,16:55:00,16:55:00,0,4,,1,,
582,14:30:00,14:30:00,0,1,,,1,
582,14:45:00,14:45:00,8,2,,,1,
582,15:00:00,15:00:00,9,3,,,1,
582,15:25:00,15:25:00,0,4,,1,,
583,15:00:00,15:00:00,0,1,,,1,
583,15:15:00,15:15:00,8,2,,,1,
583,15:30:00,15:30:00,9,3,,,1,
583,15:55:00,15:55:00,0,4,,1,,
580,13:30:00,13:30:00,0,1,,,1,
580,13:45:00,13:45:00,8,2,,,1,
580,14:00:00,14:00:00,9,3,,,1,
580,14:25:00,14:25:00,0,4,,1,,
581,14:00:00,14:00:00,0,1,,,1,
581,14:15:00,14:15:00,8,2,,,1,
581,14:30:00,14:30:00,9,3,,,1,
581,14:55:00,14:55:00,0,4,,1,,
588,17:30:00,17:30:00,0,1,,,1,
588,17:45:00,17:45:00,8,2,,,1,
588,18:00:00,18:00:00,9,3,,,1,
588,18:25:00,18:25:00,0,4,,1,,
589,18:00:00,18:00:00,0,1,,,1,
589,18:15:00,18:15:00,8,2,,,1,
589,18:30:00,18:30:00,9,3,,,1,
589,18:55:00,18:55:00,0,4,,1,,
245,16:00:00,16:00:00,0,1,,,1,
245,16:15:00,16:15:00,2,2,,1,,
245,16:25:00,16:25:00,1,3,,1,,
245,16:35:00,16:35:00,3,4,,1,,
244,15:00:00,15:00:00,0,1,,,1,
244,15:15:00,15:15:00,2,2,,1,,
244,15:25:00,15:25:00,1,3,,1,,
244,15:35:00,15:35:00,3,4,,1,,
247,17:30:00,17:30:00,0,1,,,1,
247,17:45:00,17:45:00,2,2,,1,,
247,17:55:00,17:55:00,1,3,,1,,
247,18:05:00,18:05:00,3,4,,1,,
246,17:00:00,17:00:00,0,1,,,1,
246,17:15:00,17:15:00,2,2,,1,,
246,17:25:00,17:25:00,1,3,,1,,
246,17:35:00,17:35:00,3,4,,1,,
241,12:00:00,12:00:00,0,1,,,1,
241,12:15:00,12:15:00,2,2,,1,,
241,12:25:00,12:25:00,1,3,,1,,
241,12:35:00,12:35:00,3,4,,1,,
240,22:30:00,22:30:00,0,1,,,1,
240,22:45:00,22:45:00,2,2,,1,,
240,22:55:00,22:55:00,1,3,,1,,
240,23:05:00,23:05:00,3,4,,1,,
243,14:00:00,14:00:00,0,1,,,1,
243,14:15:00,14:15:00,2,2,,1,,
243,14:25:00,14:25:00,1,3,,1,,
243,14:35:00,14:35:00,3,4,,1,,
242,13:00:00,13:00:00,0,1,,,1,
242,13:15:00,13:15:00,2,2,,1,,
242,13:25:00,13:25:00,1,3,,1,,
242,13:35:00,13:35:00,3,4,,1,,
615,18:00:00,18:00:00,0,1,,,1,
615,18:20:00,18:20:00,10,2,,,1,
615,18:40:00,18:40:00,0,3,,1,,
249,18:30:00,18:30:00,0,1,,,1,
249,18:45:00,18:45:00,2,2,,1,,
249,18:55:00,18:55:00,1,3,,1,,
249,19:05:00,19:05:00,3,4,,1,,
248,18:00:00,18:00:00,0,1,,,1,
248,18:15:00,18:15:00,2,2,,1,,
248,18:25:00,18:25:00,1,3,,1,,
248,18:35:00,18:35:00,3,4,,1,,
519,09:00:00,09:00:00,0,1,,,1,
519,09:25:00,09:25:00,4,2,,,1,
519,09:35:00,09:35:00,5,3,,,1,
519,10:00:00,10:00:00,0,4,,1,,
518,08:30:00,08:30:00,0,1,,,1,
518,08:55:00,08:55:00,4,2,,,1,
518,09:05:00,09:05:00,5,3,,,1,
518,09:30:00,09:30:00,0,4,,1,,
511,18:00:00,18:00:00,0,1,,,1,
511,18:15:00,18:15:00,2,2,,,1,
511,18:25:00,18:25:00,1,3,,,1,
511,18:35:00,18:35:00,3,4,,,1,
511,19:00:00,19:00:00,0,5,,1,,
510,17:30:00,17:30:00,0,1,,,1,
510,17:45:00,17:45:00,2,2,,,1,
510,17:55:00,17:55:00,1,3,,,1,
510,18:05:00,18:05:00,3,4,,,1,
510,18:30:00,18:30:00,0,5,,1,,
513,19:00:00,19:00:00,0,1,,,1,
513,19:15:00,19:15:00,2,2,,,1,
513,19:25:00,19:25:00,1,3,,,1,
513,19:35:00,19:35:00,3,4,,,1,
513,20:00:00,20:00:00,0,5,,1,,
512,18:30:00,18:30:00,0,1,,,1,
512,18:45:00,18:45:00,2,2,,,1,
512,18:55:00,18:55:00,1,3,,,1,
512,19:05:00,19:05:00,3,4,,,1,
512,19:30:00,19:30:00,0,5,,1,,
515,07:00:00,07:00:00,0,1,,,1,
515,07:25:00,07:25:00,4,2,,,1,
515,07:35:00,07:35:00,5,3,,,1,
515,08:00:00,08:00:00,0,4,,1,,
514,06:30:00,06:30:00,0,1,,,1,
514,06:55:00,06:55:00,4,2,,,1,
514,07:05:00,07:05:00,5,3,,,1,
514,07:30:00,07:30:00,0,4,,1,,
517,08:00:00,08:00:00,0,1,,,1,
517,08:25:00,08:25:00,4,2,,,1,
517,08:35:00,08:35:00,5,3,,,1,
517,09:00:00,09:00:00,0,4,,1,,
516,07:30:00,07:30:00,0,1,,,1,
516,07:55:00,07:55:00,4,2,,,1,
516,08:05:00,08:05:00,5,3,,,1,
516,08:30:00,08:30:00,0,4,,1,,
458,15:00:00,15:00:00,0,1,,,1,
458,15:30:00,15:30:00,14,2,,1,,
459,15:30:00,15:30:00,0,1,,,1,
459,16:00:00,16:00:00,14,2,,1,,
450,15:00:00,15:00:00,0,1,,,1,
450,16:00:00,16:00:00,13,2,,1,,
451,15:30:00,15:30:00,0,1,,,1,
451,16:30:00,16:30:00,13,2,,1,,
452,16:00:00,16:00:00,0,1,,,1,
452,17:00:00,17:00:00,13,2,,1,,
453,16:30:00,16:30:00,0,1,,,1,
453,17:30:00,17:30:00,13,2,,1,,
454,12:30:00,12:30:00,0,1,,,1,
454,13:00:00,13:00:00,14,2,,1,,
455,13:30:00,13:30:00,0,1,,,1,
455,14:00:00,14:00:00,14,2,,1,,
456,14:00:00,14:00:00,0,1,,,1,
456,14:30:00,14:30:00,14,2,,1,,
457,14:30:00,14:30:00,0,1,,,1,
457,15:00:00,15:00:00,14,2,,1,,
179,11:15:00,11:15:00,15,1,,,1,
179,11:30:00,11:30:00,0,2,,1,,
178,10:45:00,10:45:00,15,1,,,1,
178,11:00:00,11:00:00,0,2,,1,,
177,10:15:00,10:15:00,15,1,,,1,
177,10:30:00,10:30:00,0,2,,1,,
176,09:45:00,09:45:00,15,1,,,1,
176,10:00:00,10:00:00,0,2,,1,,
175,09:15:00,09:15:00,15,1,,,1,
175,09:30:00,09:30:00,0,2,,1,,
174,08:45:00,08:45:00,15,1,,,1,
174,09:00:00,09:00:00,0,2,,1,,
173,08:15:00,08:15:00,15,1,,,1,
173,08:30:00,08:30:00,0,2,,1,,
172,07:45:00,07:45:00,15,1,,,1,
172,08:00:00,08:00:00,0,2,,1,,
171,07:15:00,07:15:00,15,1,,,1,
171,07:30:00,07:30:00,0,2,,1,,
170,22:45:00,22:45:00,0,1,,,1,
170,23:00:00,23:00:00,15,2,,1,,
253,20:30:00,20:30:00,0,1,,,1,
253,20:45:00,20:45:00,2,2,,1,,
253,20:55:00,20:55:00,1,3,,1,,
253,21:05:00,21:05:00,3,4,,1,,
182,12:45:00,12:45:00,15,1,,,1,
182,13:00:00,13:00:00,0,2,,1,,
183,13:15:00,13:15:00,15,1,,,1,
183,13:30:00,13:30:00,0,2,,1,,
180,11:45:00,11:45:00,15,1,,,1,
180,12:00:00,12:00:00,0,2,,1,,
181,12:15:00,12:15:00,15,1,,,1,
181,12:30:00,12:30:00,0,2,,1,,
186,14:45:00,14:45:00,15,1,,,1,
186,15:00:00,15:00:00,0,2,,1,,
187,15:15:00,15:15:00,15,1,,,1,
187,15:30:00,15:30:00,0,2,,1,,
184,13:45:00,13:45:00,15,1,,,1,
184,14:00:00,14:00:00,0,2,,1,,
185,14:15:00,14:15:00,15,1,,,1,
185,14:30:00,14:30:00,0,2,,1,,
188,15:45:00,15:45:00,15,1,,,1,
188,16:00:00,16:00:00,0,2,,1,,
189,16:15:00,16:15:00,15,1,,,1,
189,16:30:00,16:30:00,0,2,,1,,
11,09:30:00,09:30:00,1,1,,,1,
11,10:00:00,10:00:00,0,2,,1,,
10,09:00:00,09:00:00,1,1,,,1,
10,09:30:00,09:30:00,0,2,,1,,
13,10:30:00,10:30:00,1,1,,,1,
13,11:00:00,11:00:00,0,2,,1,,
12,10:00:00,10:00:00,1,1,,,1,
12,10:30:00,10:30:00,0,2,,1,,
15,11:30:00,11:30:00,1,1,,,1,
15,12:00:00,12:00:00,0,2,,1,,
14,11:00:00,11:00:00,1,1,,,1,
14,11:30:00,11:30:00,0,2,,1,,
17,07:30:00,07:30:00,1,1,,,1,
17,08:00:00,08:00:00,0,2,,1,,
16,07:00:00,07:00:00,1,1,,,1,
16,07:30:00,07:30:00,0,2,,1,,
19,08:30:00,08:30:00,1,1,,,1,
19,09:00:00,09:00:00,0,2,,1,,
18,08:00:00,08:00:00,1,1,,,1,
18,08:30:00,08:30:00,0,2,,1,,
62,10:00:00,10:00:00,5,1,,,1,
62,10:45:00,10:45:00,0,2,,1,,
322,15:00:00,15:00:00,0,1,,,1,
322,15:30:00,15:30:00,6,2,,1,,
322,15:50:00,15:50:00,7,3,,1,,
323,16:00:00,16:00:00,0,1,,,1,
323,16:30:00,16:30:00,6,2,,1,,
323,16:50:00,16:50:00,7,3,,1,,
320,13:00:00,13:00:00,0,1,,,1,
320,13:30:00,13:30:00,6,2,,1,,
320,13:50:00,13:50:00,7,3,,1,,
321,14:00:00,14:00:00,0,1,,,1,
321,14:30:00,14:30:00,6,2,,1,,
321,14:50:00,14:50:00,7,3,,1,,
326,18:00:00,18:00:00,0,1,,,1,
326,18:30:00,18:30:00,6,2,,1,,
326,18:50:00,18:50:00,7,3,,1,,
327,18:30:00,18:30:00,0,1,,,1,
327,19:00:00,19:00:00,6,2,,1,,
327,19:20:00,19:20:00,7,3,,1,,
324,17:00:00,17:00:00,0,1,,,1,
324,17:30:00,17:30:00,6,2,,1,,
324,17:50:00,17:50:00,7,3,,1,,
325,17:30:00,17:30:00,0,1,,,1,
325,18:00:00,18:00:00,6,2,,1,,
325,18:20:00,18:20:00,7,3,,1,,
328,19:00:00,19:00:00,0,1,,,1,
328,19:30:00,19:30:00,6,2,,1,,
328,19:50:00,19:50:00,7,3,,1,,
329,19:30:00,19:30:00,0,1,,,1,
329,20:00:00,20:00:00,6,2,,1,,
329,20:20:00,20:20:00,7,3,,1,,
201,22:15:00,22:15:00,0,1,,,1,
201,22:30:00,22:30:00,15,2,,1,,
200,21:45:00,21:45:00,0,1,,,1,
200,22:00:00,22:00:00,15,2,,1,,
203,07:15:00,07:15:00,15,1,,,1,
203,07:30:00,07:30:00,0,2,,1,,
202,22:45:00,22:45:00,0,1,,,1,
202,23:00:00,23:00:00,15,2,,1,,
205,08:15:00,08:15:00,15,1,,,1,
205,08:30:00,08:30:00,0,2,,1,,
204,07:45:00,07:45:00,15,1,,,1,
204,08:00:00,08:00:00,0,2,,1,,
207,09:15:00,09:15:00,15,1,,,1,
207,09:30:00,09:30:00,0,2,,1,,
206,08:45:00,08:45:00,15,1,,,1,
206,09:00:00,09:00:00,0,2,,1,,
209,10:15:00,10:15:00,15,1,,,1,
209,10:30:00,10:30:00,0,2,,1,,
208,09:45:00,09:45:00,15,1,,,1,
208,10:00:00,10:00:00,0,2,,1,,
77,08:00:00,08:00:00,7,1,,,1,
77,08:45:00,08:45:00,0,2,,1,,
76,07:00:00,07:00:00,7,1,,,1,
76,07:30:00,07:30:00,0,2,,1,,
75,12:00:00,12:00:00,6,1,,,1,
75,12:30:00,12:30:00,0,2,,1,,
74,11:00:00,11:00:00,6,1,,,1,
74,11:30:00,11:30:00,0,2,,1,,
73,09:30:00,09:30:00,6,1,,,1,
73,10:00:00,10:00:00,0,2,,1,,
72,08:00:00,08:00:00,6,1,,,1,
72,08:45:00,08:45:00,0,2,,1,,
71,07:00:00,07:00:00,6,1,,,1,
71,07:30:00,07:30:00,0,2,,1,,
70,09:30:00,09:30:00,6,1,,,1,
70,10:00:00,10:00:00,0,2,,1,,
79,07:00:00,07:00:00,7,1,,,1,
79,07:30:00,07:30:00,0,2,,1,,
78,09:15:00,09:15:00,7,1,,,1,
78,10:15:00,10:15:00,0,2,,1,,
2,08:00:00,08:00:00,1,1,,,1,
2,08:30:00,08:30:00,0,2,,1,,
542,07:30:00,07:30:00,0,1,,,1,
542,08:00:00,08:00:00,6,2,,,1,
542,08:20:00,08:20:00,7,3,,,1,
542,08:50:00,08:50:00,0,4,,1,,
543,08:00:00,08:00:00,0,1,,,1,
543,08:30:00,08:30:00,6,2,,,1,
543,08:50:00,08:50:00,7,3,,,1,
543,09:20:00,09:20:00,0,4,,1,,
540,06:30:00,06:30:00,0,1,,,1,
540,07:00:00,07:00:00,6,2,,,1,
540,07:20:00,07:20:00,7,3,,,1,
540,07:50:00,07:50:00,0,4,,1,,
541,07:00:00,07:00:00,0,1,,,1,
541,07:30:00,07:30:00,6,2,,,1,
541,07:50:00,07:50:00,7,3,,,1,
541,08:20:00,08:20:00,0,4,,1,,
546,09:30:00,09:30:00,0,1,,,1,
546,10:00:00,10:00:00,6,2,,,1,
546,10:20:00,10:20:00,7,3,,,1,
546,10:50:00,10:50:00,0,4,,1,,
547,10:00:00,10:00:00,0,1,,,1,
547,10:30:00,10:30:00,6,2,,,1,
547,10:50:00,10:50:00,7,3,,,1,
547,11:20:00,11:20:00,0,4,,1,,
544,08:30:00,08:30:00,0,1,,,1,
544,09:00:00,09:00:00,6,2,,,1,
544,09:20:00,09:20:00,7,3,,,1,
544,09:50:00,09:50:00,0,4,,1,,
545,09:00:00,09:00:00,0,1,,,1,
545,09:30:00,09:30:00,6,2,,,1,
545,09:50:00,09:50:00,7,3,,,1,
545,10:20:00,10:20:00,0,4,,1,,
8,08:00:00,08:00:00,1,1,,,1,
8,08:30:00,08:30:00,0,2,,1,,
548,10:30:00,10:30:00,0,1,,,1,
548,11:00:00,11:00:00,6,2,,,1,
548,11:20:00,11:20:00,7,3,,,1,
548,11:50:00,11:50:00,0,4,,1,,
549,11:00:00,11:00:00,0,1,,,1,
549,11:30:00,11:30:00,6,2,,,1,
549,11:50:00,11:50:00,7,3,,,1,
549,12:20:00,12:20:00,0,4,,1,,
68,07:00:00,07:00:00,6,1,,,1,
68,07:30:00,07:30:00,0,2,,1,,
598,09:30:00,09:30:00,0,1,,,1,
598,09:50:00,09:50:00,10,2,,,1,
598,10:10:00,10:10:00,0,3,,1,,
120,08:00:00,08:00:00,10,1,,,1,
120,08:40:00,08:40:00,0,2,,1,,
121,09:15:00,09:15:00,10,1,,,1,
121,10:00:00,10:00:00,0,2,,1,,
122,10:30:00,10:30:00,10,1,,,1,
122,11:00:00,11:00:00,0,2,,1,,
123,12:00:00,12:00:00,10,1,,,1,
123,12:30:00,12:30:00,0,2,,1,,
124,06:30:00,06:30:00,11,1,,,1,
124,07:30:00,07:30:00,0,2,,1,,
125,07:30:00,07:30:00,11,1,,,1,
125,08:50:00,08:50:00,0,2,,1,,
126,06:30:00,06:30:00,11,1,,,1,
126,07:30:00,07:30:00,0,2,,1,,
127,07:30:00,07:30:00,11,1,,,1,
127,08:50:00,08:50:00,0,2,,1,,
128,06:30:00,06:30:00,11,1,,,1,
128,07:30:00,07:30:00,0,2,,1,,
129,07:30:00,07:30:00,11,1,,,1,
129,08:50:00,08:50:00,0,2,,1,,
414,13:30:00,13:30:00,0,1,,,1,
414,13:50:00,13:50:00,10,2,,1,,
415,14:30:00,14:30:00,0,1,,,1,
415,14:50:00,14:50:00,10,2,,1,,
416,15:30:00,15:30:00,0,1,,,1,
416,15:50:00,15:50:00,10,2,,1,,
417,16:30:00,16:30:00,0,1,,,1,
417,16:50:00,16:50:00,10,2,,1,,
410,21:00:00,21:00:00,0,1,,,1,
410,21:20:00,21:20:00,10,2,,1,,
411,21:30:00,21:30:00,0,1,,,1,
411,21:50:00,21:50:00,10,2,,1,,
412,22:00:00,22:00:00,0,1,,,1,
412,22:20:00,22:20:00,10,2,,1,,
413,22:30:00,22:30:00,0,1,,,1,
413,22:50:00,22:50:00,10,2,,1,,
498,11:30:00,11:30:00,0,1,,,1,
498,11:45:00,11:45:00,2,2,,,1,
498,11:55:00,11:55:00,1,3,,,1,
498,12:05:00,12:05:00,3,4,,,1,
498,12:30:00,12:30:00,0,5,,1,,
418,18:00:00,18:00:00,0,1,,,1,
418,19:20:00,19:20:00,11,2,,1,,
418,20:00:00,20:00:00,12,3,,1,,
419,18:30:00,18:30:00,0,1,,,1,
419,19:50:00,19:50:00,11,2,,1,,
419,20:30:00,20:30:00,12,3,,1,,
499,12:00:00,12:00:00,0,1,,,1,
499,12:15:00,12:15:00,2,2,,,1,
499,12:25:00,12:25:00,1,3,,,1,
499,12:35:00,12:35:00,3,4,,,1,
499,13:00:00,13:00:00,0,5,,1,,
319,12:00:00,12:00:00,0,1,,,1,
319,12:30:00,12:30:00,6,2,,1,,
319,12:50:00,12:50:00,7,3,,1,,
318,22:30:00,22:30:00,0,1,,,1,
318,23:00:00,23:00:00,6,2,,1,,
318,23:20:00,23:20:00,7,3,,1,,
313,20:00:00,20:00:00,0,1,,,1,
313,20:30:00,20:30:00,6,2,,1,,
313,20:50:00,20:50:00,7,3,,1,,
312,19:30:00,19:30:00,0,1,,,1,
312,20:00:00,20:00:00,6,2,,1,,
312,20:20:00,20:20:00,7,3,,1,,
311,19:00:00,19:00:00,0,1,,,1,
311,19:30:00,19:30:00,6,2,,1,,
311,19:50:00,19:50:00,7,3,,1,,
310,18:30:00,18:30:00,0,1,,,1,
310,19:00:00,19:00:00,6,2,,1,,
310,19:20:00,19:20:00,7,3,,1,,
317,22:00:00,22:00:00,0,1,,,1,
317,22:30:00,22:30:00,6,2,,1,,
317,22:50:00,22:50:00,7,3,,1,,
316,21:30:00,21:30:00,0,1,,,1,
316,22:00:00,22:00:00,6,2,,1,,
316,22:20:00,22:20:00,7,3,,1,,
315,21:00:00,21:00:00,0,1,,,1,
315,21:30:00,21:30:00,6,2,,1,,
315,21:50:00,21:50:00,7,3,,1,,
314,20:30:00,20:30:00,0,1,,,1,
314,21:00:00,21:00:00,6,2,,1,,
314,21:20:00,21:20:00,7,3,,1,,
496,10:30:00,10:30:00,0,1,,,1,
496,10:45:00,10:45:00,2,2,,,1,
496,10:55:00,10:55:00,1,3,,,1,
496,11:05:00,11:05:00,3,4,,,1,
496,11:30:00,11:30:00,0,5,,1,,
497,11:00:00,11:00:00,0,1,,,1,
497,11:15:00,11:15:00,2,2,,,1,
497,11:25:00,11:25:00,1,3,,,1,
497,11:35:00,11:35:00,3,4,,,1,
497,12:00:00,12:00:00,0,5,,1,,
3,08:30:00,08:30:00,1,1,,,1,
3,09:00:00,09:00:00,0,2,,1,,
368,19:30:00,19:30:00,0,1,,,1,
368,19:50:00,19:50:00,8,2,,1,,
368,20:00:00,20:00:00,9,3,,1,,
369,20:00:00,20:00:00,0,1,,,1,
369,20:20:00,20:20:00,8,2,,1,,
369,20:30:00,20:30:00,9,3,,1,,
366,18:30:00,18:30:00,0,1,,,1,
366,18:50:00,18:50:00,8,2,,1,,
366,19:00:00,19:00:00,9,3,,1,,
367,19:00:00,19:00:00,0,1,,,1,
367,19:20:00,19:20:00,8,2,,1,,
367,19:30:00,19:30:00,9,3,,1,,
364,17:30:00,17:30:00,0,1,,,1,
364,17:50:00,17:50:00,8,2,,1,,
364,18:00:00,18:00:00,9,3,,1,,
365,18:00:00,18:00:00,0,1,,,1,
365,18:20:00,18:20:00,8,2,,1,,
365,18:30:00,18:30:00,9,3,,1,,
362,16:00:00,16:00:00,0,1,,,1,
362,16:20:00,16:20:00,8,2,,1,,
362,16:30:00,16:30:00,9,3,,1,,
363,17:00:00,17:00:00,0,1,,,1,
363,17:20:00,17:20:00,8,2,,1,,
363,17:30:00,17:30:00,9,3,,1,,
360,14:00:00,14:00:00,0,1,,,1,
360,14:20:00,14:20:00,8,2,,1,,
360,14:30:00,14:30:00,9,3,,1,,
361,15:00:00,15:00:00,0,1,,,1,
361,15:20:00,15:20:00,8,2,,1,,
361,15:30:00,15:30:00,9,3,,1,,
380,12:00:00,12:00:00,0,1,,,1,
380,12:20:00,12:20:00,10,2,,1,,
381,13:00:00,13:00:00,0,1,,,1,
381,13:20:00,13:20:00,10,2,,1,,
382,14:00:00,14:00:00,0,1,,,1,
382,14:20:00,14:20:00,10,2,,1,,
383,15:00:00,15:00:00,0,1,,,1,
383,15:20:00,15:20:00,10,2,,1,,
384,16:00:00,16:00:00,0,1,,,1,
384,16:20:00,16:20:00,10,2,,1,,
385,17:00:00,17:00:00,0,1,,,1,
385,17:20:00,17:20:00,10,2,,1,,
386,17:30:00,17:30:00,0,1,,,1,
386,17:50:00,17:50:00,10,2,,1,,
387,18:00:00,18:00:00,0,1,,,1,
387,18:20:00,18:20:00,10,2,,1,,
388,18:30:00,18:30:00,0,1,,,1,
388,18:50:00,18:50:00,10,2,,1,,
389,19:00:00,19:00:00,0,1,,,1,
389,19:20:00,19:20:00,10,2,,1,,
605,13:00:00,13:00:00,0,1,,,1,
605,13:20:00,13:20:00,10,2,,,1,
605,13:40:00,13:40:00,0,3,,1,,
579,13:00:00,13:00:00,0,1,,,1,
579,13:15:00,13:15:00,8,2,,,1,
579,13:30:00,13:30:00,9,3,,,1,
579,13:55:00,13:55:00,0,4,,1,,
578,12:30:00,12:30:00,0,1,,,1,
578,12:45:00,12:45:00,8,2,,,1,
578,13:00:00,13:00:00,9,3,,,1,
578,13:25:00,13:25:00,0,4,,1,,
604,12:30:00,12:30:00,0,1,,,1,
604,12:50:00,12:50:00,10,2,,,1,
604,13:10:00,13:10:00,0,3,,1,,
573,10:00:00,10:00:00,0,1,,,1,
573,10:15:00,10:15:00,8,2,,,1,
573,10:30:00,10:30:00,9,3,,,1,
573,10:55:00,10:55:00,0,4,,1,,
572,09:30:00,09:30:00,0,1,,,1,
572,09:45:00,09:45:00,8,2,,,1,
572,10:00:00,10:00:00,9,3,,,1,
572,10:25:00,10:25:00,0,4,,1,,
571,09:00:00,09:00:00,0,1,,,1,
571,09:15:00,09:15:00,8,2,,,1,
571,09:30:00,09:30:00,9,3,,,1,
571,09:55:00,09:55:00,0,4,,1,,
570,08:30:00,08:30:00,0,1,,,1,
570,08:45:00,08:45:00,8,2,,,1,
570,09:00:00,09:00:00,9,3,,,1,
570,09:25:00,09:25:00,0,4,,1,,
577,12:00:00,12:00:00,0,1,,,1,
577,12:15:00,12:15:00,8,2,,,1,
577,12:30:00,12:30:00,9,3,,,1,
577,12:55:00,12:55:00,0,4,,1,,
576,11:30:00,11:30:00,0,1,,,1,
576,11:45:00,11:45:00,8,2,,,1,
576,12:00:00,12:00:00,9,3,,,1,
576,12:25:00,12:25:00,0,4,,1,,
575,11:00:00,11:00:00,0,1,,,1,
575,11:15:00,11:15:00,8,2,,,1,
575,11:30:00,11:30:00,9,3,,,1,
575,11:55:00,11:55:00,0,4,,1,,
574,10:30:00,10:30:00,0,1,,,1,
574,10:45:00,10:45:00,8,2,,,1,
574,11:00:00,11:00:00,9,3,,,1,
574,11:25:00,11:25:00,0,4,,1,,
60,08:00:00,08:00:00,5,1,,,1,
60,08:45:00,08:45:00,0,2,,1,,
61,09:00:00,09:00:00,5,1,,,1,
61,09:45:00,09:45:00,0,2,,1,,
258,13:30:00,13:30:00,0,1,,,1,
258,13:45:00,13:45:00,2,2,,1,,
258,13:55:00,13:55:00,1,3,,1,,
258,14:05:00,14:05:00,3,4,,1,,
259,14:30:00,14:30:00,0,1,,,1,
259,14:45:00,14:45:00,2,2,,1,,
259,14:55:00,14:55:00,1,3,,1,,
259,15:05:00,15:05:00,3,4,,1,,
64,12:00:00,12:00:00,5,1,,,1,
64,12:45:00,12:45:00,0,2,,1,,
65,07:00:00,07:00:00,6,1,,,1,
65,07:30:00,07:30:00,0,2,,1,,
66,08:00:00,08:00:00,6,1,,,1,
66,08:45:00,08:45:00,0,2,,1,,
67,09:30:00,09:30:00,6,1,,,1,
67,10:00:00,10:00:00,0,2,,1,,
252,20:00:00,20:00:00,0,1,,,1,
252,20:15:00,20:15:00,2,2,,1,,
252,20:25:00,20:25:00,1,3,,1,,
252,20:35:00,20:35:00,3,4,,1,,
69,08:00:00,08:00:00,6,1,,,1,
69,08:45:00,08:45:00,0,2,,1,,
250,19:00:00,19:00:00,0,1,,,1,
250,19:15:00,19:15:00,2,2,,1,,
250,19:25:00,19:25:00,1,3,,1,,
250,19:35:00,19:35:00,3,4,,1,,
251,19:30:00,19:30:00,0,1,,,1,
251,19:45:00,19:45:00,2,2,,1,,
251,19:55:00,19:55:00,1,3,,1,,
251,20:05:00,20:05:00,3,4,,1,,
256,22:00:00,22:00:00,0,1,,,1,
256,22:15:00,22:15:00,2,2,,1,,
256,22:25:00,22:25:00,1,3,,1,,
256,22:35:00,22:35:00,3,4,,1,,
257,22:30:00,22:30:00,0,1,,,1,
257,22:45:00,22:45:00,2,2,,1,,
257,22:55:00,22:55:00,1,3,,1,,
257,23:05:00,23:05:00,3,4,,1,,
254,21:00:00,21:00:00,0,1,,,1,
254,21:15:00,21:15:00,2,2,,1,,
254,21:25:00,21:25:00,1,3,,1,,
254,21:35:00,21:35:00,3,4,,1,,
255,21:30:00,21:30:00,0,1,,,1,
255,21:45:00,21:45:00,2,2,,1,,
255,21:55:00,21:55:00,1,3,,1,,
255,22:05:00,22:05:00,3,4,,1,,
603,12:00:00,12:00:00,0,1,,,1,
603,12:20:00,12:20:00,10,2,,,1,
603,12:40:00,12:40:00,0,3,,1,,
602,11:30:00,11:30:00,0,1,,,1,
602,11:50:00,11:50:00,10,2,,,1,
602,12:10:00,12:10:00,0,3,,1,,
508,16:30:00,16:30:00,0,1,,,1,
508,16:45:00,16:45:00,2,2,,,1,
508,16:55:00,16:55:00,1,3,,,1,
508,17:05:00,17:05:00,3,4,,,1,
508,17:30:00,17:30:00,0,5,,1,,
509,17:00:00,17:00:00,0,1,,,1,
509,17:15:00,17:15:00,2,2,,,1,
509,17:25:00,17:25:00,1,3,,,1,
509,17:35:00,17:35:00,3,4,,,1,
509,18:00:00,18:00:00,0,5,,1,,
506,15:30:00,15:30:00,0,1,,,1,
506,15:45:00,15:45:00,2,2,,,1,
506,15:55:00,15:55:00,1,3,,,1,
506,16:05:00,16:05:00,3,4,,,1,
506,16:30:00,16:30:00,0,5,,1,,
507,16:00:00,16:00:00,0,1,,,1,
507,16:15:00,16:15:00,2,2,,,1,
