route_id,trip_id,trip_headsign,service_id
6,423,"Hyatt Regency Embarcadero, via Millbrae BART",1
6,422,"Hyatt Regency Embarcadero, via Millbrae BART",1
6,425,"Hyatt Regency Embarcadero, via Millbrae BART",1
6,424,"Hyatt Regency Embarcadero, via Millbrae BART",1
6,427,"Hyatt Regency Embarcadero, via Millbrae BART",1
6,426,"Hyatt Regency Embarcadero, via Millbrae BART",1
2,308,"To The Aloft Sunnyvale, Wild Palms Hotel",1
2,309,"To The Aloft Sunnyvale, Wild Palms Hotel",1
1,300,"To Avatar Hotel, Plaza Suites",3
2,301,"To The Aloft Sunnyvale, Wild Palms Hotel",1
2,302,"To The Aloft Sunnyvale, Wild Palms Hotel",1
2,303,"To The Aloft Sunnyvale, Wild Palms Hotel",1
2,304,"To The Aloft Sunnyvale, Wild Palms Hotel",1
2,305,"To The Aloft Sunnyvale, Wild Palms Hotel",1
2,306,"To The Aloft Sunnyvale, Wild Palms Hotel",1
2,307,"To The Aloft Sunnyvale, Wild Palms Hotel",1
3,568,To Hotel Avante & Grand Hotel,0
3,569,To Hotel Avante & Grand Hotel,0
2,560,"To The Aloft Sunnyvale, Wild Palms Hotel",0
2,561,"To The Aloft Sunnyvale, Wild Palms Hotel",0
2,562,"To The Aloft Sunnyvale, Wild Palms Hotel",0
2,563,"To The Aloft Sunnyvale, Wild Palms Hotel",0
2,564,"To The Aloft Sunnyvale, Wild Palms Hotel",0
2,565,"To The Aloft Sunnyvale, Wild Palms Hotel",0
3,566,To Hotel Avante & Grand Hotel,0
3,567,To Hotel Avante & Grand Hotel,0
0,229,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",1
0,228,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",1
0,227,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",1
0,226,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",1
0,225,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",1
0,224,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",1
0,223,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",1
5,222,To Mountain View Caltrain,3
5,221,To Mountain View Caltrain,3
5,220,To Mountain View Caltrain,3
4,391,To Country Inn & Suites by Carlson,1
4,390,To Country Inn & Suites by Carlson,1
5,151,To Shoreline Amphitheatre,1
5,150,To Shoreline Amphitheatre,1
5,153,To Shoreline Amphitheatre,1
5,152,To Shoreline Amphitheatre,1
5,155,To Shoreline Amphitheatre,1
5,154,To Shoreline Amphitheatre,1
5,157,To Shoreline Amphitheatre,1
5,156,To Shoreline Amphitheatre,1
5,159,To Mountain View Caltrain,1
5,158,To Mountain View Caltrain,1
4,609,To Country Inn & Suites by Carlson,0
4,608,To Country Inn & Suites by Carlson,0
4,399,To Country Inn & Suites by Carlson,2
4,398,To Country Inn & Suites by Carlson,2
1,48,To Shoreline Amphitheatre,3
1,49,To Shoreline Amphitheatre,3
1,46,To Shoreline Amphitheatre,3
1,47,To Shoreline Amphitheatre,3
1,44,To Shoreline Amphitheatre,2
1,45,To Shoreline Amphitheatre,2
1,42,To Shoreline Amphitheatre,1
1,43,To Shoreline Amphitheatre,2
1,40,To Shoreline Amphitheatre,1
1,41,To Shoreline Amphitheatre,1
0,5,To Shoreline Amphitheatre,1
0,489,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",0
0,488,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",0
5,487,Mountain View Caltrain Loop,0
5,486,Mountain View Caltrain Loop,0
5,485,Mountain View Caltrain Loop,0
5,484,Mountain View Caltrain Loop,0
5,483,Mountain View Caltrain Loop,0
5,482,Mountain View Caltrain Loop,0
5,481,Mountain View Caltrain Loop,0
5,480,Mountain View Caltrain Loop,0
5,472,Mountain View Caltrain Loop,0
5,473,Mountain View Caltrain Loop,0
5,470,Mountain View Caltrain Loop,0
5,471,Mountain View Caltrain Loop,0
5,476,Mountain View Caltrain Loop,0
5,477,Mountain View Caltrain Loop,0
5,474,Mountain View Caltrain Loop,0
5,475,Mountain View Caltrain Loop,0
5,478,Mountain View Caltrain Loop,0
5,479,Mountain View Caltrain Loop,0
